Sign,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,THETA1,THETA2,THETA3,THETA4,THETA5,THETA6,THETA7,THETA8,THETA9,THETA10,THETA11,THETA12,THETA13,THETA14,THETA15
K,564,597,545,549,552,68,32,44,44,75,110,106,62,67,14,62.0533652464,91.6589226241,57.0955116278,36.4064314412,23.5561394239,44.0504801163,5.3782258277,50.8860812938,54.0453634542,48.7122580546,94.3219483703,94.4999157556,45.8525112874,48.681286129,12.9052797242
K,518,549,535,545,532,56,42,53,51,34,96,99,83,85,14,79.4399964078,97.8324858438,90.290812767,111.9732424565,96.8265256865,28.1568747967,11.2812786691,60.0122248129,59.061769448,19.7513377775,71.2210085191,77.3661174575,57.3186215259,60.0004474031,15.9779677958
K,492,502,504,448,486,340,288,233,251,66,117,91,72,42,45,84.6324033702,74.2848040935,78.3133197756,64.9714985003,75.747217588,150.0608136942,157.6347316196,146.9424563729,152.2497632176,7.8398855284,12.0128539855,2.1896684168,13.3886737257,5.7120911405,12.3500562587
K,517,533,486,539,536,71,35,61,60,73,124,120,89,88,13,45.8861990955,71.2665894003,36.2767618839,63.3886460795,53.5802144767,44.9915278725,11.1234978792,71.3865321619,74.4423567442,44.6182548615,116.3773808185,117.6382766764,73.2496124886,73.0431860904,16.2163719597
K,511,518,487,516,510,48,32,64,67,45,110,110,88,89,15,58.0393370599,70.8670677076,50.357591486,50.5141282535,35.1354715797,24.9829967395,8.0426436788,72.1277528742,76.7590941378,27.3039531123,96.7007125029,98.020221556,69.6173852114,71.5604901338,21.309330604
K,552,587,531,545,544,71,34,31,44,83,99,106,52,68,18,53.3454365675,85.4793196145,49.852576986,29.7912348756,7.6472790682,41.7668553587,8.0684276867,30.1326813822,46.558798776,49.601558698,70.9644173177,81.1432327598,23.6738063604,42.5716789388,22.1628253479
K,492,535,479,469,474,92,23,24,33,98,100,97,24,45,24,44.3847184446,80.2965312482,45.2108830598,31.5704416914,21.459109236,57.1954912128,0.8538284887,13.1151338832,26.0218419447,57.0940412894,60.614696432,61.6602361905,13.9669309213,26.8722487159,13.237187057
K,541,559,514,537,532,72,34,60,59,77,124,117,80,79,14,59.8588309573,78.7653569924,48.7488095664,49.1340870212,34.9574508815,48.226183273,11.6870820411,64.0445419322,66.1986573521,48.4044615717,109.4188502638,105.2773504015,61.1729142652,60.0123553298,15.7929110954
K,439,454,418,480,471,80,28,64,63,88,133,132,83,84,17,29.995094544,61.5283776455,31.9336435402,66.5853918998,53.7514245124,45.8514986558,4.8872565,64.5679236016,63.6310789297,49.6614183211,108.612957162,109.2062985318,60.0785698559,60.3590827019,21.792928688
K,546,584,517,518,522,82,40,38,39,90,117,112,49,57,19,55.5988806778,91.1554850501,48.062541829,31.409336804,18.0373993351,56.5695692491,8.8586679956,34.630649043,41.9124630948,56.8359731392,88.1957533269,88.914832958,31.6380064337,36.188095361,13.3897152265
K,526,513,508,525,512,81,29,55,67,82,125,130,74,84,19,86.9655699577,78.0234086789,75.5266510547,87.9082611995,73.3606937546,46.3678427895,11.4389717622,45.4113674788,59.7597419091,44.7765951973,90.9471475816,100.796621709,46.4995649996,56.9283053677,19.9318206693
K,348,350,381,338,329,70,42,51,49,69,120,115,82,80,16,66.120691149,63.6033857733,74.3471817629,65.0615485291,62.6119839438,11.9314484409,10.1650267305,11.1419978079,8.6007939328,12.3489930595,22.6115640396,19.2686323294,19.6786946163,18.2483581312,3.9625052761
K,581,590,582,576,563,69,47,66,67,57,131,130,111,111,13,96.1275478183,94.7250075244,90.7062097137,95.3934845516,76.0296264739,34.0715436388,6.9548907631,77.7356405624,82.2333641327,30.0648753248,111.7409855957,114.9929590667,82.5349359488,85.0928941368,19.486308936
K,549,547,530,570,557,58,35,57,53,51,111,107,90,85,13,84.3700104863,82.7235270621,72.1085646204,111.6163745014,97.4338735015,34.1240481196,13.0253663022,62.5151410557,59.3613722462,30.9099810673,94.3085525942,93.2532194668,72.3779172413,66.7107156849,14.1936460302
K,521,531,504,539,529,80,29,58,61,82,125,124,82,85,16,57.8356723199,72.5466990841,54.25953267,70.4614485287,53.6304961752,52.0375442234,4.3274644459,61.8765110719,67.1043697666,49.8998437398,113.8049057404,113.9612766028,63.9110046975,67.4604074692,21.5744637551
K,492,462,478,442,450,344,328,255,247,74,117,117,78,82,15,54.1046923117,58.2494536537,61.5664257134,51.5588924997,52.9785011992,112.18254918,112.5749658226,101.253725848,103.401564268,14.4744372623,19.8822949742,17.4026971389,11.4406419621,9.1745066936,2.6430735524
K,442,457,417,452,453,61,28,60,61,64,114,109,80,80,13,47.3497530324,68.9973587629,39.7276332295,43.9143875335,34.6646130995,37.9491558875,7.9595669625,65.2424004169,67.9998729871,39.6311072014,101.5976456011,100.3337615154,62.0733812644,62.9304161611,14.643911694
K,535,533,508,546,535,68,36,48,51,70,112,112,75,76,15,80.5387743371,79.6114778319,62.5002610783,92.8188905094,78.7655725348,48.1743729821,18.2228723579,54.2223692039,61.8395554775,46.5994214032,102.2650350503,108.9481318455,61.5858886116,63.382075455,17.183896746
K,509,530,484,529,522,81,33,69,70,87,138,133,95,95,15,45.8533555379,71.1648977906,41.9205932599,54.7481444434,42.4126581537,47.8215689395,3.9394324548,69.3442379539,70.9652621506,48.7944083693,115.8875891045,111.5859426809,67.6373791022,68.1711241576,18.2294441741
K,605,622,607,614,599,81,44,53,47,80,130,125,89,85,17,110.597193136,106.9583981123,99.7942108123,119.0906069814,108.0334516414,47.5388394569,11.885234831,51.0788344932,49.8790622584,44.370587173,95.3013829527,96.8032154395,60.1284137686,56.8380235332,11.3930652167
K,568,583,566,576,560,60,44,66,68,56,124,127,101,103,17,86.1033463361,91.829940148,83.1859800944,99.5494229657,73.1182142118,24.6809551161,6.8123641243,87.8576594213,91.2814967838,31.3617582009,110.5436781267,115.8969404804,82.3104668417,84.5458996285,26.9578703447
K,560,586,543,561,552,66,35,66,69,69,125,125,95,97,15,68.9698587318,88.6186801598,63.2137972615,57.9036965492,39.038054588,37.9515923781,5.7855451973,81.0699996777,86.4988399078,40.3455386924,118.9122908944,119.8199366212,78.6305020887,82.1801835645,23.5492170181
K,518,497,458,506,492,85,78,58,62,71,130,127,113,107,15,115.879276628,91.1183223221,70.0515568333,115.2963736126,100.1799632073,52.4524834368,48.0255476863,54.3094722453,61.1223383039,38.8422411608,106.5108348421,110.25555111,86.2282037261,81.9693291803,15.2270007318
K,522,566,499,489,515,75,36,35,45,91,100,118,22,58,48,48.675839897,89.5405788701,43.8962568661,29.7616400537,26.0092514139,43.6194227775,15.0511661587,20.3088693957,50.7490941595,55.8207107173,63.7957472476,93.9621253346,14.862850411,38.3661960792,31.7263407571
K,583,616,575,576,566,82,56,67,63,70,144,140,118,114,14,84.6335449278,99.8828705895,79.2939587951,76.0254650705,59.3067526025,42.9317996566,11.9093101851,75.1856757875,74.6153121957,35.8671576012,117.7352432892,116.9477065749,84.3649535893,81.1838578641,16.7333166672
K,536,542,527,534,524,76,43,57,54,80,128,123,90,88,12,81.5465522632,84.7593523134,76.6198019336,77.1756510682,59.6360485182,41.1893632105,6.1046201551,69.7210401014,67.9031136185,45.1242635652,110.4524157617,104.894846716,65.3563445605,62.383432007,17.6111756303
K,420,424,508,422,430,315,335,241,232,158,172,175,116,117,15,50.4920990438,62.5078398854,80.60838109,62.5471592567,64.7630840704,112.9422131005,121.8771531003,98.9175392835,100.4214598372,34.2813234148,40.6656831368,41.6025729724,23.0662438282,21.788794423,2.2651230952
K,619,598,594,587,573,82,52,50,61,66,112,112,81,84,15,125.1290269239,95.9310708342,93.3136535065,95.7830204845,74.7073406499,59.9235898183,34.5744294977,54.3732751462,71.1161369263,42.4469863294,106.1727865979,110.8710007321,64.2769279647,69.3507299488,21.2952009556
K,613,625,627,625,609,71,37,57,59,70,121,124,86,90,16,99.0897476628,98.1457040873,101.7466462577,120.4815723292,99.0159411202,41.6523101863,2.6569247404,68.3649248159,72.6079620312,41.6141070831,104.6015764708,113.7985387521,67.0946439924,72.330098398,21.7121325172
K,601,611,572,561,551,58,54,70,76,56,122,123,98,100,16,110.1094019913,104.1946075831,81.4004005248,63.0706506225,42.166823673,30.4753005525,29.66650131,87.3415883973,101.0783562986,32.7787253345,111.6617212879,117.5999928364,80.4709564828,84.8976180358,21.8795234376
K,522,548,509,523,521,74,31,45,46,98,116,113,43,52,15,50.0866032128,79.1067530301,48.5004555563,44.6158476958,30.9007131602,45.4220259402,19.0609122364,47.2960707692,50.2973091448,63.9360225157,92.7150501006,93.6585235427,29.401358681,36.3072168023,15.3215137816
K,544,589,510,526,529,73,45,57,54,84,128,125,81,81,16,55.2196531314,92.4365704809,45.0278074309,31.1336595618,19.2366376031,39.3914591898,12.2488746643,59.1129046606,61.1441234851,47.6061091609,97.431517698,100.5348596062,55.2597487551,54.2383284421,13.4769137618
K,568,615,536,543,547,73,42,63,59,84,135,131,80,80,18,60.8751265712,93.8435536491,50.3708778889,34.6102059751,21.9555702958,35.2994491981,10.5517752288,57.4301649688,58.459467351,44.8369477415,91.4755349828,93.7375901629,50.398703619,49.5500397911,12.7542672768
K,323,324,351,310,321,66,40,60,61,62,122,121,95,95,16,54.0909488272,53.7411833889,59.0238102555,51.2896886626,53.9257014758,12.5481377421,5.3092967598,11.8195279367,10.2230972799,12.1678953186,23.8188406748,22.6694263715,15.7795612032,13.4828093868,3.0036182218
K,458,459,443,487,478,86,19,57,59,95,119,116,68,69,13,53.5298290652,62.5468189018,47.1709223653,77.5299848362,64.0007514397,63.5817326395,7.9136072274,60.879461714,64.5539229092,66.3652368208,123.6641014623,120.4049534711,57.3358229753,58.6839840566,18.6351963708
K,522,518,463,464,453,58,75,81,87,63,121,122,95,93,15,124.2928853643,106.8995107197,74.7751461042,68.2483680373,49.0656638109,33.364280017,50.8959786816,86.0550965452,99.1580862339,37.4430072641,105.7814589082,110.0710393629,76.4000694863,74.6526504254,19.2272691973
K,471,448,473,490,477,82,54,52,54,104,133,134,77,81,14,88.5464587474,71.87013648,86.6550643235,116.0739147476,99.0909281575,43.8615466863,22.1747905811,78.4777637196,87.6370701828,63.7739575597,122.3117998972,129.5149511541,60.1589519982,66.2127903779,19.9111410735
K,629,634,613,626,614,67,41,69,71,66,131,128,102,103,16,72.4251125269,79.0881483788,67.1879810614,62.5243112911,43.6154889792,35.7393362582,5.3254824001,74.2134607911,77.023066553,35.6627645979,108.1603243565,105.0040419087,72.9808418084,74.0367835598,20.066419807
K,511,523,497,524,513,62,31,62,65,65,119,120,86,89,17,58.0487450201,73.115282873,56.7387825337,62.1935753602,43.1332202731,34.7127051674,2.6892642067,65.2362715716,69.3821544323,37.3423180089,99.9432491921,100.9831966726,62.6009620945,66.7661714968,23.0848997633
K,476,504,440,476,474,70,49,68,70,70,135,135,104,104,15,55.2245365934,81.9750649488,45.0186856959,40.1298325965,33.0355264018,31.940891492,14.2168809491,81.2021808427,85.8810993171,37.326900241,113.0582882751,114.8338094286,77.4994257631,77.5693388571,20.5658124342
K,448,497,506,459,459,72,93,232,227,109,294,290,271,262,15,47.5384206043,89.9846054551,98.8337143732,70.2849065019,70.3777226077,42.7111327991,77.787255695,114.6915520241,115.8780689617,69.9126608479,147.0539107698,150.3590780754,137.3206284262,133.3406220087,4.0272972605
K,486,498,467,508,495,73,39,61,65,66,124,127,98,100,16,69.0818722369,80.2846649224,61.5588191108,92.3930764262,72.6829907074,44.5539457963,11.0563399778,71.8893961757,78.674456486,38.5619912998,114.5028046988,122.8903663696,81.0673827703,84.4947791407,24.4273903098
K,470,468,444,465,465,50,28,67,70,48,106,103,77,78,14,64.8375189066,67.1673562833,50.0222433286,47.1825042794,35.9626139086,30.5009962378,15.4801479083,60.7606993057,65.8191835094,29.2126981043,85.4885485843,85.7395705673,56.306915058,57.7573533326,13.1448558878
K,496,504,471,499,502,51,27,66,69,52,109,107,79,82,15,55.6147692243,67.0454953827,43.9941349103,41.0601101899,30.6749616761,30.0947882658,12.617373801,61.4057406392,67.2577341252,30.9011573457,88.5283664246,89.9950969075,57.6286920923,60.1970146814,15.2110479575
K,502,518,444,468,460,89,83,58,61,84,141,139,102,99,16,96.2334716201,93.8767001369,53.8647055098,45.4882811313,27.7466054345,33.7343175681,43.7035122381,97.233596103,105.7982876939,45.1478873359,118.9233425786,116.4651760905,74.9304094851,71.7745943413,20.6797919639
K,468,492,453,462,463,56,21,55,58,55,104,101,69,71,14,60.1874508151,80.8703420774,53.7488583332,40.2235267589,26.5167634928,36.895306482,8.855248859,54.1547358102,58.0936412396,35.6281034974,90.1133471965,90.5993796958,54.53494176,55.817828367,14.5578051372
K,429,457,414,426,431,59,25,38,39,59,96,95,53,59,17,37.0854835414,71.1267676722,39.1824717338,18.7519332495,3.0222210859,35.4722361112,5.8439143256,35.3959835449,36.1986362367,36.2621492607,70.5170001428,70.8292226133,34.3531145877,37.8506149791,15.7302940671
K,500,477,466,529,516,48,44,70,74,41,117,118,102,103,17,57.5472990443,54.0336059136,46.081713917,86.116347162,66.8101448743,16.5172023972,13.3837498103,90.2622156138,94.8682014283,23.0294003617,105.4943594432,105.4586353175,82.955453257,83.2669375318,27.0891810874
K,539,517,496,546,532,78,77,43,43,49,117,114,116,110,14,121.0865562687,89.4331369129,77.6718889338,141.6775396389,127.6735189448,50.7436873519,46.3405173926,47.8717841886,49.5513005085,27.4180226927,97.7482907651,100.1408971003,91.7020214089,87.835180693,14.0099808808
K,483,493,470,499,486,71,37,70,69,79,133,131,98,97,15,63.5168933142,75.4818382332,61.9910244681,74.3274344963,55.2708584643,38.5727290635,5.3656044966,78.2609185427,76.7576372636,43.89464929,116.8162975229,112.4737582328,72.9255576509,71.5701936928,20.202591655
K,514,506,489,549,537,64,42,61,61,60,120,121,99,97,15,70.8534958513,71.2102116494,60.3541121041,117.6891020942,99.1479738087,36.2112000581,10.5120408455,77.343520092,78.9079240789,35.9580277505,108.9026636799,114.7669823218,83.9673836269,82.061328318,21.3235479721
K,505,510,485,511,506,67,43,48,46,54,114,109,86,84,14,60.270994175,74.210139034,56.902472524,68.6560958236,57.018159255,47.2118897277,12.7847362223,60.7290118709,63.3317090554,35.9168338597,107.8731145559,108.4463065579,72.1398431027,72.8915887969,13.7245366478
K,427,442,401,443,433,63,37,62,65,57,118,119,94,94,16,63.0222541878,77.901021268,52.054817627,75.8876958671,58.7027749732,37.6352612778,14.6717314026,70.3664027014,77.3701512864,34.3123333785,107.5059484244,114.0524518529,78.6439848864,80.2539635284,22.8308630335
K,527,555,509,500,489,71,56,54,56,61,123,121,97,94,15,109.6120310251,115.5864146199,87.9959635094,83.7758582438,70.0243875893,42.0680801312,31.5539209455,54.7151102705,60.4268846247,34.7949470997,96.5912211177,100.1408801239,72.3313042174,70.5589642225,13.9505871778
K,450,462,417,420,457,69,44,36,55,65,94,114,46,91,52,53.9206891854,75.5191989291,43.901256581,26.7476469681,50.8199303855,46.7950005929,14.2193469326,33.0891686459,84.5794416671,42.0867136326,71.5203516506,124.0216476623,29.9614451073,83.6011965093,53.6670622205
K,455,440,482,455,455,28,80,40,51,83,63,75,111,114,15,49.9604112518,50.3664310383,80.0526639681,28.1447637852,18.8100038135,1.5778821298,50.3649811855,44.4576955462,61.5076642201,51.6143372613,43.8417956995,61.415095795,91.1388063682,98.4599630568,23.1923610327
K,470,480,444,460,453,56,35,73,78,52,121,122,94,97,15,75.4719953831,81.692068988,61.7047907669,58.3131396133,43.2959933605,30.0681859558,15.9189751091,65.6647275276,74.8685850346,28.4112223496,94.1545517234,99.3664503152,66.7011967782,70.9903871219,18.0760627662
K,531,560,513,520,524,91,44,17,10,92,91,97,29,48,19,24.7201341073,76.8212390763,41.6756828772,29.2207367412,14.3842155724,59.3996443008,17.8270604014,5.185809385,10.5113810508,55.6449410895,58.7989013187,65.4179617722,12.7385831966,28.1093545467,15.3829361204
K,534,515,537,566,552,78,30,42,37,78,116,113,53,56,19,79.5971901322,70.0960494825,81.9807361496,106.0686769238,96.015751,44.4878722516,2.6096599121,34.9904126645,33.9028689964,44.2645677697,76.1191179137,78.0584557327,33.9706559654,33.8300575836,11.9900922133
K,564,597,545,549,552,68,32,44,44,75,110,106,62,67,14,62.0533652464,91.6589226241,57.0955116278,36.4064314412,23.5561394239,44.0504801163,5.3782258277,50.8860812938,54.0453634542,48.7122580546,94.3219483703,94.4999157556,45.8525112874,48.681286129,12.9052797242
K,507,516,501,494,482,59,26,65,66,54,116,113,87,86,14,88.3682755716,91.038345231,82.4290755196,73.93489189,55.7134667555,35.0632821194,7.3435571755,62.5147348043,64.4511853429,31.7399101528,96.8056615659,94.5349707369,65.0659364948,64.4489751497,18.3100277509
K,496,516,468,481,472,63,45,65,66,61,125,123,97,95,14,79.4159260463,92.0680122205,63.3215852545,57.7472648457,39.407974592,34.1881545723,18.1433579049,80.3906265552,84.4590152536,36.3378107617,113.8964873361,113.675533843,79.3241918833,77.3590936268,19.4878852054
K,533,548,504,535,525,65,40,73,74,72,133,132,100,98,15,68.5865598622,81.8116435543,56.1281892591,64.1753279207,46.7029096414,33.1505418899,12.5154789955,81.0425155306,83.0076774809,39.7049282922,114.0300416909,112.8920202541,75.0809263435,73.6487423022,19.5350465205
K,469,498,451,465,467,83,55,32,28,60,115,108,83,81,14,31.5135228095,80.0595971075,49.0204341262,32.1730638363,20.1656750807,60.6702175302,23.5292465506,40.527947953,39.535564848,37.2459673428,101.1454949686,97.1507987037,64.0526793028,62.0156327355,14.0946211127
K,504,537,480,510,503,79,32,62,62,86,131,127,86,85,14,59.7516104275,87.3878970521,51.340451156,59.8413388052,45.3604692291,52.2958402662,9.1484970714,68.0848351326,70.3389022016,52.950455178,120.3787532257,120.0891262321,68.2030027968,67.616254487,16.8325870541
K,463,490,426,469,461,78,50,68,70,78,137,136,107,105,17,57.458925567,82.3924209098,45.8558764793,53.1444394575,37.3331196024,42.0804904921,14.9892533004,82.1283416108,84.8566086589,42.2784796912,123.3878315846,118.8589753545,81.5534407704,78.2482630236,23.7659940137
K,468,493,439,487,476,74,42,66,66,77,133,134,100,100,16,62.6552425205,83.9329078608,52.8039502337,81.2210429491,65.2901292375,39.9416160889,10.2924102393,73.6930057154,77.2739110701,42.6819424145,110.3372656687,117.1092840403,76.484107859,76.501033992,19.5466036004
K,277,378,509,435,444,418,707,656,663,381,381,384,105,106,17,21.8012744774,51.6575443078,86.686058734,65.7292905924,68.4942129682,34.4552584777,95.6611205919,82.3484481118,85.5088279421,82.3284638465,86.5438321186,89.8264143443,30.490244336,30.4015619023,3.3776411574
K,481,503,473,478,477,63,22,25,33,73,88,90,33,46,16,53.5627013982,80.1245154075,55.4276227948,46.5481318255,32.7453503898,47.350623434,8.2936522532,28.5969168885,38.3120277923,54.4453140889,75.9259385568,83.0465712747,22.3417463791,34.6413277726,15.9088671224
K,543,548,521,539,525,45,50,53,61,43,97,105,88,93,16,102.0659557941,97.0844522494,82.1877183576,106.6899092061,88.9120906847,12.9232369062,20.7690993291,52.4325258992,65.3077472611,23.4406815693,65.196600728,76.7914733343,53.4345171997,58.5561592267,20.5154891723
K,443,443,408,466,467,59,41,59,58,59,112,114,81,84,15,31.4304581816,56.3971653406,22.1132755685,41.8931149503,44.7626661402,29.5948742513,18.4994252227,73.3096404149,71.6503852094,35.0520963388,96.0079890412,100.1802983687,61.1698836473,66.8729878818,24.2931498313
K,550,582,525,551,546,76,54,73,68,65,145,139,121,116,16,62.7924354035,87.943383747,58.5016376947,59.8174227589,45.7405296371,38.7511816434,13.1263886458,78.5600341131,79.0842881864,33.3254120053,117.0198879547,117.3180595902,87.0117623776,84.4367123972,15.9182058576
K,511,518,494,509,501,58,30,61,64,52,114,112,84,87,17,71.2431855337,77.9623548317,63.5461983079,64.1907951015,48.1079569056,34.2653480987,9.5946819816,57.5907771204,63.9174711872,30.5796683787,91.1522426164,93.7340989685,60.7317863403,63.8607920774,17.732695983
K,511,521,466,473,513,76,45,41,32,87,92,103,19,58,44,18.9543208935,68.3575245634,11.0794424719,7.5584694563,28.1023265247,51.854375004,8.012792454,19.8425522651,46.7175092143,58.0938081353,64.6008593637,90.3737724408,12.2475449107,38.7052457312,27.7851374236
K,497,476,451,482,468,72,56,62,72,53,111,115,93,95,15,102.1055486414,82.688289327,67.6372992506,94.0543534085,71.222473255,48.7555449636,37.442197329,63.4761077714,81.3459970981,32.6189626356,109.0474481669,116.6026972605,81.0970160217,84.1090977193,26.011899709
K,456,460,438,478,464,70,34,73,76,78,135,137,97,98,16,67.6193049315,74.1506761803,60.6719789713,87.3020042824,67.2700978714,35.2116875493,9.3222484014,82.2576024886,85.4508423288,42.2007360487,117.3630940174,118.6728993558,76.3263768193,77.1556385574,23.0810596069
K,476,513,463,468,475,64,24,34,36,64,97,95,50,56,15,40.0466228329,80.9980929518,43.3683010922,20.3273424294,7.9344209998,43.9475582639,4.3053433059,33.9774354226,36.352664512,42.5539272255,77.8477970151,79.3135358178,35.3991043781,39.1042258133,12.4023335075
K,509,529,477,507,510,70,39,37,43,67,107,111,65,72,18,37.068213485,69.7531529347,33.9179344315,28.6987626543,17.9189367575,37.7972987712,5.6734010988,36.342801884,44.5659807747,37.893272641,73.8536941788,81.5657339682,37.8761264744,43.6802981974,17.4204082564
K,455,476,427,446,450,58,36,70,71,59,120,116,89,90,14,56.9507246915,76.5677693837,46.3713091769,27.4212693465,20.2489876952,32.4895357375,13.6349694899,69.6386459023,74.2618832129,33.6985810528,97.6079781917,96.7246991573,64.0592118778,65.3697272942,15.6676662551
K,462,473,414,505,501,86,51,65,66,86,135,133,112,110,14,30.3720196263,62.8231970876,20.7092489014,77.8901410781,69.6791628844,53.030846851,14.3675852138,82.3753444324,85.2810543653,47.3530081061,135.3620126274,132.5020943579,88.9190790747,86.4675810706,22.3444887791
K,495,485,469,515,502,59,37,66,69,55,121,122,96,97,17,69.0010291147,67.5559723269,57.6359169478,87.201736114,69.4480756208,31.8098707551,11.3980630911,70.1149804384,76.3361826947,31.0395227699,101.8447453779,105.0210107593,72.2676925141,74.0677776199,21.8044602234
K,404,473,372,407,413,86,33,46,53,110,115,114,62,71,14,43.9499199663,101.280409527,30.8688251779,7.1781578346,26.8991415346,59.7889958048,13.1057619279,51.1107694713,63.2827790964,72.2864228011,107.8662448693,108.5636384493,38.0394577268,51.7613033389,22.6819335604
K,492,535,479,469,474,92,23,24,33,98,100,97,24,45,24,44.3847184446,80.2965312482,45.2108830598,31.5704416914,21.459109236,57.1954912128,0.8538284887,13.1151338832,26.0218419447,57.0940412894,60.614696432,61.6602361905,13.9669309213,26.8722487159,13.237187057
K,478,504,490,483,469,102,27,45,49,97,125,126,69,75,15,83.425329069,95.8141793036,90.396262168,90.8176005014,69.6119119588,63.6644885348,9.68233648,38.5816849521,42.9676247165,55.9922507069,100.3768814816,105.6742653088,44.6761620415,52.0016632591,21.577230569
K,478,504,490,483,469,102,27,45,49,97,125,126,69,75,15,83.425329069,95.8141793036,90.396262168,90.8176005014,69.6119119588,63.6644885348,9.68233648,38.5816849521,42.9676247165,55.9922507069,100.3768814816,105.6742653088,44.6761620415,52.0016632591,21.577230569
K,462,479,435,477,471,63,43,72,72,55,132,130,110,108,15,53.3250628216,73.5123540269,48.3895799252,58.0662969302,44.4835979479,30.3247342948,7.9343559787,79.1753732828,81.9038319474,29.3098195356,109.4596706693,110.8009980324,81.6028388187,81.5210855624,20.3847615921
K,529,554,504,544,545,62,33,63,64,62,120,119,90,91,14,41.9639079402,72.6591792745,39.2616159866,36.715456982,30.3861692869,32.9253842812,2.7027508344,68.2054422724,71.0235677246,35.3878224422,100.9715507953,102.8791494144,65.8993855483,68.361804776,20.0884877959
K,474,490,439,465,454,52,47,75,83,54,125,130,106,108,18,77.3986460242,86.6735699774,59.1770789162,59.7943895416,39.631441813,22.1657951175,21.3327444463,77.9403457568,89.1699170448,28.5999092377,100.0029278457,108.4938467474,79.0666848765,81.2605067572,25.5788251807
K,459,501,525,451,451,247,211,155,141,74,132,133,95,96,17,35.0892884457,75.1474002109,85.315997072,57.9686561074,55.7620787178,110.1365682429,119.8761019796,89.1866538385,87.8931570432,17.1081365975,36.120132578,34.2492161082,33.653948809,33.6646741541,3.7163457881
K,429,457,414,426,431,59,25,38,39,59,96,95,53,59,17,37.0854835414,71.1267676722,39.1824717338,18.7519332495,3.0222210859,35.4722361112,5.8439143256,35.3959835449,36.1986362367,36.2621492607,70.5170001428,70.8292226133,34.3531145877,37.8506149791,15.7302940671
K,506,520,492,514,503,57,30,54,56,48,108,109,81,82,16,70.7735666742,82.3709671339,65.4680344987,76.9771716693,62.0818307719,32.9786639417,9.2934442457,51.2034666984,55.454232364,28.1893765947,83.3785150414,88.3348214244,58.7466371239,60.7815932235,16.3552191554
K,459,483,438,451,459,57,35,45,44,52,102,97,71,71,14,38.4021995987,74.9714552305,39.853014853,21.6279477402,18.2104199902,40.2683147022,10.3565742494,52.4036711476,55.4307647836,35.3327068777,92.3080134868,93.1555020278,57.3361862089,57.9334851919,12.089967815
K,495,543,475,490,478,93,40,61,64,87,129,129,91,89,14,78.7743756472,107.1998715257,66.5556395404,67.1117566245,47.0001935241,62.6264536385,23.6195848788,61.2156250469,66.0468501443,53.2666257388,123.5322187182,126.3947062344,76.4112268656,73.4535115484,20.424743282
K,539,517,496,546,532,78,77,43,43,49,117,114,116,110,14,121.0865562687,89.4331369129,77.6718889338,141.6775396389,127.6735189448,50.7436873519,46.3405173926,47.8717841886,49.5513005085,27.4180226927,97.7482907651,100.1408971003,91.7020214089,87.835180693,14.0099808808
K,489,542,479,481,482,86,39,31,25,89,113,110,43,52,17,41.6162730272,91.4745150703,52.0609836135,38.4786253815,25.2605268473,54.155305379,15.0716651476,29.9357702131,26.5583826114,53.5690352349,79.7630753449,80.5610188066,26.2338693155,30.4574354602,13.7744748001
K,445,468,416,464,464,82,35,62,69,93,138,141,84,93,19,44.9917549266,72.1446218336,38.4320872627,56.9903873971,51.8183438142,45.3570561925,7.1107062441,59.4263901252,71.6933395696,50.4543398472,104.6699176483,115.7804563407,55.1305890687,65.7522071722,20.7525621807
K,471,484,451,461,460,50,33,61,62,48,111,110,82,85,16,58.7184108703,74.6288836244,53.5024705281,40.2595742777,27.6007827848,25.7498162251,5.2505880373,61.1939641935,66.1714656466,28.4698655659,86.6013741809,89.4685035636,58.1361204531,61.9907538367,15.7396369834
K,522,546,486,500,499,67,57,68,77,64,132,136,105,111,16,76.8145628113,90.459477974,59.0404626971,35.2705659739,26.9488500155,28.0175874226,22.0078817489,79.0948482727,95.6595982465,32.9895246583,104.1782525291,115.2732079182,72.4259139832,82.4366151002,23.4138940162
K,496,477,492,530,518,76,17,60,62,82,126,126,70,73,16,65.6350097882,60.232216157,66.2469834627,97.3256744198,83.5393840914,45.3953259964,2.7562528933,55.4300155114,59.1493113908,48.1353292802,100.2824640561,103.8421525733,52.7925060178,56.4036497995,18.4680136067
K,608,616,572,608,602,71,46,57,58,91,127,125,73,76,16,53.2888276396,73.3381261702,41.2090004793,46.3764340219,31.5103767084,34.5436347029,18.9714838014,68.9436357348,71.6521455403,52.7997920617,102.746105133,100.795477183,50.1145016695,53.4318262159,20.3097882784
K,515,531,501,490,498,56,26,29,66,60,72,115,17,82,68,84.4780192187,92.2396320146,74.9039061024,66.6171942709,59.1280550773,31.3005926847,9.6358540644,18.8827576079,67.9565038157,35.6398907398,43.9718347751,97.9557818461,9.6533662692,62.3190395269,54.3369947928
K,436,459,422,425,427,58,18,57,64,62,113,116,55,60,15,61.418717826,83.5080475842,47.7409150426,29.860448949,26.178755485,30.6913083955,17.3382378829,70.4483828658,84.3779361492,36.7198910209,99.9176181019,109.3829624931,64.2234558879,72.9602246814,22.3879270276
